hour_start_utc,temp,rad,dewpoint,rh
2026-05-15 11:00,7,315,5.3,89.1
2026-05-15 12:00,8.5,901,5.2,80.1
2026-05-15 13:00,7.4,184,4.1,80.1
2026-05-15 14:00,8.7,405,4.5,75
2026-05-15 15:00,8.5,170,3.8,72.4
2026-05-15 16:00,8.6,158,4.1,73.6
2026-05-15 17:00,8.6,114,4,72.7
2026-05-15 18:00,8.4,52,3.9,73.5
2026-05-15 19:00,7.3,2,3.9,78.9
2026-05-15 20:00,7.2,1,4.4,82.7
2026-05-15 21:00,5.9,1,3.3,83.2
2026-05-15 22:00,5.1,1,2.4,82.7
2026-05-15 23:00,4.9,1,2.1,81.8
2026-05-16 00:00,5.5,1,2.4,80.6
2026-05-16 01:00,5.6,1,3.1,83.9
2026-05-16 02:00,5.9,1,4,87.8
2026-05-16 03:00,5.8,1,4.3,90.2
2026-05-16 04:00,6.3,20,4.6,88.7
2026-05-16 05:00,7.1,34,4.9,85.9
2026-05-16 06:00,6.6,21,4,83.4
2026-05-16 07:00,6,161,3.5,84.5
2026-05-16 08:00,6.3,271,3.6,82.6
2026-05-16 09:00,7.1,438,3.4,77.6
2026-05-16 10:00,7.5,323,2.9,72.4
2026-05-16 11:00,9.1,886,3.1,66.4
2026-05-16 12:00,10.1,900,2.8,60.4
2026-05-16 13:00,10.3,736,2.2,57.4
2026-05-16 14:00,11,709,1.2,51.1
2026-05-16 15:00,10.9,221,-1,43.8
2026-05-16 16:00,11.5,259,-0.9,42.2
2026-05-16 17:00,10.7,63,0.2,48.2
2026-05-16 18:00,10.5,33,2,55.9
2026-05-16 19:00,8.9,2,2.6,64.7
2026-05-16 20:00,8.2,1,2.8,68.7
2026-05-16 21:00,7.4,1,2.7,71.8
2026-05-16 22:00,6.8,1,2.5,74.3
2026-05-16 23:00,6.4,1,2.4,75.6
2026-05-17 00:00,5.9,1,2.2,77
2026-05-17 01:00,5.5,1,2.1,78.7
2026-05-17 02:00,5.2,1,2.3,81
2026-05-17 03:00,5,2,2,81
2026-05-17 04:00,4.9,20,2.1,81.6
2026-05-17 05:00,6.9,190,2.9,75.7
2026-05-17 06:00,8.7,376,2.9,66.7
2026-05-17 07:00,9.8,558,2.4,60.1
2026-05-17 08:00,10.7,712,3,59.2
2026-05-17 09:00,11.1,721,3.2,58.3
2026-05-17 10:00,11.6,646,4.9,63.5
2026-05-17 11:00,12.9,786,3.2,52
2026-05-17 12:00,14.1,929,0.7,40
2026-05-17 13:00,14.5,794,-0.1,36.8
2026-05-17 14:00,15.1,738,-0.5,34.2
2026-05-17 15:00,15.5,554,-1.1,32
2026-05-17 16:00,15.4,379,-0.3,34.1
2026-05-17 17:00,15.2,191,-0.5,34
2026-05-17 18:00,13.6,32,0.9,42
2026-05-17 19:00,11.9,2,2,50.7
2026-05-17 20:00,11.4,1,1.6,51.1
2026-05-17 21:00,10.7,1,1.6,53.6
2026-05-17 22:00,10.4,1,1.7,54.7
2026-05-17 23:00,10.4,1,2.1,56.3
2026-05-18 00:00,10.3,1,2.7,59.4
2026-05-18 01:00,10.2,1,3,61
2026-05-18 02:00,10.3,1,3.6,63.4
2026-05-18 03:00,10.4,1,5.1,69.4
2026-05-18 04:00,10,28,6.7,80
2026-05-18 05:00,10.7,46,7.8,82.7
2026-05-18 06:00,10.1,20,8.5,90.2
2026-05-18 07:00,10.2,67,9.7,96.8
2026-05-18 08:00,10.7,140,9.3,91.2
2026-05-18 09:00,11.2,152,8.1,81.3
2026-05-18 10:00,11.7,431,8.7,81.7
2026-05-18 11:00,13.4,915,8,69.8
2026-05-18 12:00,14.3,874,6.9,60.9
2026-05-18 13:00,14.2,552,6.7,60.8
2026-05-18 14:00,14,631,7.5,65.2
2026-05-18 15:00,15,527,6.5,56.9
2026-05-18 16:00,14.9,382,7.3,60
2026-05-18 17:00,14.1,157,6.9,62
2026-05-18 18:00,13,81,6.6,64.8
2026-05-18 19:00,12.4,2,6.3,66.3
2026-05-18 20:00,10.9,1,6.7,75.3
2026-05-18 21:00,9.8,1,6.3,78.9
2026-05-18 22:00,9.1,1,5.6,78.7
2026-05-18 23:00,8.8,1,5.4,79.2
2026-05-19 00:00,8.4,1,5.2,80.2
2026-05-19 01:00,8,1,4.9,80.5
2026-05-19 02:00,7.6,1,4.9,82.6
2026-05-19 03:00,7.5,2,5,84.3
2026-05-19 04:00,7.7,33,4.8,82.1
2026-05-19 05:00,9,145,5.3,77.6
2026-05-19 06:00,10.7,382,5.9,71.8
2026-05-19 07:00,11.4,453,7.3,76
2026-05-19 08:00,11.5,448,7.7,77.3
2026-05-19 09:00,12.4,691,7.8,73.7
2026-05-19 10:00,13,654,8.3,73.1
2026-05-19 11:00,13,400,8.5,74.3
2026-05-19 12:00,13.7,341,8.4,70.5
2026-05-19 13:00,15.1,563,6.9,58
2026-05-19 14:00,14.9,446,8,63.5
2026-05-19 15:00,16.2,433,5.3,48.3
2026-05-19 16:00,15.3,215,6.4,55.4
2026-05-19 17:00,15.7,86,4.8,48.1
2026-05-19 18:00,15.2,45,5.9,53.9
2026-05-19 19:00,14,2,6.5,60.2
2026-05-19 20:00,13.4,1,6.5,62.7
2026-05-19 21:00,13.8,0,6.3,60.3
2026-05-19 22:00,14.1,1,6.7,60.7
2026-05-19 23:00,12.7,2,9.1,79
2026-05-20 00:00,12.2,1,9.9,86.1
2026-05-20 01:00,12.2,0,10.1,87
2026-05-20 02:00,12.3,1,10.3,88.1
2026-05-20 03:00,12.4,1,10.6,89.3
2026-05-20 04:00,12.3,34,11,91.9
2026-05-20 05:00,12.8,118,11.3,90.9
2026-05-20 06:00,14.3,266,10.9,80.3
2026-05-20 07:00,14.5,403,11.8,83.9
2026-05-20 08:00,15.8,638,11.5,76
2026-05-20 09:00,16.9,818,10.8,67.3
2026-05-20 10:00,17.5,810,10.7,64.5
2026-05-20 11:00,19,932,9.3,53.2
2026-05-20 12:00,20.4,911,8.9,47.7
2026-05-20 13:00,20.8,910,8.4,45.1
2026-05-20 14:00,21.3,611,6.9,39.2
2026-05-20 15:00,21.7,453,6.6,37.7
2026-05-20 16:00,21.1,92,6.6,38.9
2026-05-20 17:00,21,212,8.1,43.4
2026-05-20 18:00,19.1,43,8.2,49.1
2026-05-20 19:00,17.6,2,7.8,52.8
2026-05-20 20:00,16.5,1,7.5,55.2
2026-05-20 21:00,16.2,1,7.4,56.3
2026-05-20 22:00,15.4,1,7.7,60.1
2026-05-20 23:00,15.2,1,8.1,62.7
2026-05-21 00:00,14.8,1,8.2,64.4
2026-05-21 01:00,14.1,1,8.2,67.5
2026-05-21 02:00,13.2,1,8.6,73.7
2026-05-21 03:00,12.4,2,8.8,78.5
2026-05-21 04:00,12.2,30,8.3,77.2
2026-05-21 05:00,13.6,185,8.6,71.9
2026-05-21 06:00,14.5,359,10,74.2
2026-05-21 07:00,15,517,10.3,73.6
2026-05-21 08:00,15.9,667,9.9,67.4
2026-05-21 09:00,17.1,830,9.2,59.8
2026-05-21 10:00,18.2,915,9.3,56.3
2026-05-21 11:00,19.4,933,9.2,51.9
2026-05-21 12:00,20.7,883,10,50.5
2026-05-21 13:00,21.5,809,10.5,49.4
2026-05-21 14:00,22.1,589,10.6,48
2026-05-21 15:00,22.6,513,10.4,46
2026-05-21 16:00,23.5,398,9.9,42.2
2026-05-21 17:00,23.2,207,9.5,41.8
2026-05-21 18:00,22.3,53,10.1,45.8
2026-05-21 19:00,20.7,3,8.8,46.4
2026-05-21 20:00,20,1,8.7,48.3
2026-05-21 21:00,19,1,9.2,52.8
2026-05-21 22:00,17.8,1,9.3,57.6
2026-05-21 23:00,16.7,1,8.8,59.5
2026-05-22 00:00,16,1,8.5,60.7
2026-05-22 01:00,15.6,1,7.9,60.1
2026-05-22 02:00,14.7,1,7.9,63.6
2026-05-22 03:00,14.2,2,8.3,67.6
2026-05-22 04:00,13.9,26,9.2,73.5
2026-05-22 05:00,15.4,192,10.4,72.1
2026-05-22 06:00,16.4,376,11.8,74.2
2026-05-22 07:00,17.1,549,11.4,69.1
2026-05-22 08:00,17.8,703,10.8,63.5
2026-05-22 09:00,19.1,834,10.5,57.4
2026-05-22 10:00,20.2,911,10.7,54.4
2026-05-22 11:00,21.5,939,11.5,52.9
2026-05-22 12:00,22.4,920,12.1,52
2026-05-22 13:00,23.4,849,12.3,49.9
2026-05-22 14:00,24.3,696,11.5,44.7
2026-05-22 15:00,25.4,519,8.3,33.7
2026-05-22 16:00,25.5,384,8.8,34.9
2026-05-22 17:00,25.6,189,6.6,29.8
2026-05-22 18:00,24,38,9.4,39.7
2026-05-22 19:00,22.6,2,9.6,43.6
2026-05-22 20:00,21.4,1,9.8,47.6
2026-05-22 21:00,20.1,1,10.8,55.1
2026-05-22 22:00,18.9,1,10.5,58.4
2026-05-22 23:00,18.2,1,9.5,57.2
2026-05-23 00:00,17.9,1,9,56.1
2026-05-23 01:00,17.2,1,8.9,58.4
2026-05-23 02:00,16.7,1,8.9,60.1
2026-05-23 03:00,16.2,4,9,62.4
2026-05-23 04:00,15.7,31,9.4,66
2026-05-23 05:00,17,198,10.4,65.3
2026-05-23 06:00,18,371,12.9,72.2
2026-05-23 07:00,18.8,555,12.7,67.6
2026-05-23 08:00,19.8,708,11.3,58
2026-05-23 09:00,20.5,833,10.3,52
2026-05-23 10:00,21.7,912,10.8,49.8
2026-05-23 11:00,22.7,934,11.4,48.9
2026-05-23 12:00,24.2,906,12.2,47
2026-05-23 13:00,25.3,836,12.1,43.7
2026-05-23 14:00,26.1,700,10.7,38.2
2026-05-23 15:00,27,567,9.2,32.7
2026-05-23 16:00,27.3,385,9,31.9
2026-05-23 17:00,27.9,206,6.9,26.7
2026-05-23 18:00,25.8,45,9.6,36
2026-05-23 19:00,24.3,3,10.1,40.7
2026-05-23 20:00,24.2,0,9.3,38.8
2026-05-23 21:00,23.5,1,9.4,40.6
2026-05-23 22:00,21.4,2,11.1,52
2026-05-23 23:00,19.9,1,12,60.6
2026-05-24 00:00,19.4,1,10.1,54.9
2026-05-24 01:00,18.7,1,10.8,60.1
2026-05-24 02:00,18.5,1,9.9,57.3
2026-05-24 03:00,17.6,3,9.9,60.3
2026-05-24 04:00,17.5,28,10,61.2
2026-05-24 05:00,18.9,199,10.8,59.4
2026-05-24 06:00,19.5,378,12.9,65.6
2026-05-24 07:00,20.4,550,12.3,59.7
2026-05-24 08:00,21.2,703,11.7,54.8
2026-05-24 09:00,22.1,830,12,52.6
2026-05-24 10:00,23.2,908,12,49.5
2026-05-24 11:00,24.3,929,12.8,48.6
2026-05-24 12:00,25.6,905,12.9,45.1
2026-05-24 13:00,26.8,837,12.7,41.7
2026-05-24 14:00,27.7,720,12.7,39.6
2026-05-24 15:00,28.9,554,11.9,35.2
2026-05-24 16:00,29.3,384,9.9,29.8
2026-05-24 17:00,28.5,207,9.6,30.8
2026-05-24 18:00,26.9,49,9.5,33.6
2026-05-24 19:00,25.6,3,9.7,36.7
2026-05-24 20:00,24.8,1,9.6,38.3
2026-05-24 21:00,24.1,1,9.4,39.4
2026-05-24 22:00,22.9,2,9.9,43.8
2026-05-24 23:00,21.1,1,10.9,52.4
2026-05-25 00:00,20.3,1,10,51.7
2026-05-25 01:00,19.8,1,10,52.9
2026-05-25 02:00,19.3,1,10.1,55.3
2026-05-25 03:00,18.8,3,10.1,56.9
2026-05-25 04:00,18.8,30,10.3,57.9
2026-05-25 05:00,19.6,172,11.5,59.3
2026-05-25 06:00,21.2,369,12.2,56.2
2026-05-25 07:00,21.4,537,13,58.6
2026-05-25 08:00,22,689,12.9,56.4
2026-05-25 09:00,23.1,811,11.9,49.4
2026-05-25 10:00,24.1,893,12.3,47.6
2026-05-25 11:00,25,906,13.2,47.9
2026-05-25 12:00,25.7,890,14.2,48.8
2026-05-25 13:00,27,814,13.8,44.5
2026-05-25 14:00,27.7,662,13.4,41.6
2026-05-25 15:00,28.1,512,13.1,39.6
2026-05-25 16:00,28.8,377,13.3,38.7
2026-05-25 17:00,28,199,13.2,40.3
2026-05-25 18:00,26,49,12.7,43.9
2026-05-25 19:00,24.5,3,10.4,41.3
2026-05-25 20:00,24.3,1,9.5,39.1
2026-05-25 21:00,22.9,1,10.9,46.7
2026-05-25 22:00,21.9,1,11.1,50.6
2026-05-25 23:00,21.2,1,11,52.3
2026-05-26 00:00,20.6,1,10.8,53.2
2026-05-26 01:00,20.1,1,11,55.8
2026-05-26 02:00,19.2,1,11.3,60.2
2026-05-26 03:00,18.9,3,11.7,62.9
2026-05-26 04:00,18.9,34,11.9,63.9
2026-05-26 05:00,20.2,179,12.7,61.9
2026-05-26 06:00,21.2,357,14,63.4
2026-05-26 07:00,21.9,530,14.6,63.1
2026-05-26 08:00,22.6,680,14.5,60.5
2026-05-26 09:00,23.3,805,13.8,55.2
2026-05-26 10:00,24.3,884,13.7,51.6
2026-05-26 11:00,25.3,907,13.4,47.6
2026-05-26 12:00,26.6,896,12.4,41.5
2026-05-26 13:00,27.6,833,12.1,38.4
2026-05-26 14:00,28.1,716,13.1,39.5
2026-05-26 15:00,28.6,368,12.7,37.6
2026-05-26 16:00,29.3,383,13.5,38.2
2026-05-26 17:00,28.3,198,15.3,45.6
2026-05-26 18:00,26,50,16.2,54.7
2026-05-26 19:00,24.7,4,14.9,54.5
2026-05-26 20:00,23.6,1,14,54.9
2026-05-26 21:00,23.2,1,13.7,55.2
2026-05-26 22:00,22.3,1,13.7,58
2026-05-26 23:00,21.5,1,13.5,60.5
2026-05-27 00:00,21,1,13.5,62.3
2026-05-27 01:00,20.8,1,13.2,61.8
2026-05-27 02:00,20.4,1,13,62.5
2026-05-27 03:00,20,3,13,64.1
2026-05-27 04:00,20,39,13.1,64.4
2026-05-27 05:00,20.9,143,13.8,63.7
2026-05-27 06:00,21.9,332,15.1,65.5
2026-05-27 07:00,22.6,534,15.4,63.6
2026-05-27 08:00,23.7,688,14.6,56.6
2026-05-27 09:00,24.5,822,14.6,54.2
2026-05-27 10:00,25.7,911,14.4,49.7
2026-05-27 11:00,26.8,929,14.1,45.5
2026-05-27 12:00,27.6,921,14.2,43.8
2026-05-27 13:00,28.3,845,13.1,39.1
2026-05-27 14:00,29.5,729,10.2,30.3
2026-05-27 15:00,29.7,625,9.9,29.4
2026-05-27 16:00,29.7,444,9.8,29.2
2026-05-27 17:00,29.4,220,7.9,26.1
2026-05-27 18:00,27.9,56,8.1,28.7
2026-05-27 19:00,26.1,4,8.5,32.9
2026-05-27 20:00,24.8,1,9.3,37.5
2026-05-27 21:00,24.4,1,8.9,37.3
2026-05-27 22:00,24.1,1,8.8,37.6
2026-05-27 23:00,23,1,9.8,43
2026-05-28 00:00,22.3,1,11.5,50.3
2026-05-28 01:00,21.6,1,11.5,52.6
2026-05-28 02:00,21.4,1,11.7,53.9
2026-05-28 03:00,20.5,3,11.8,57.6
2026-05-28 04:00,19.7,37,12.2,61.9
2026-05-28 05:00,20.5,190,12.7,60.9
2026-05-28 06:00,22.2,371,12.8,55.3
2026-05-28 07:00,22.5,545,13.5,57
2026-05-28 08:00,22.9,694,14.4,58.5
2026-05-28 09:00,24,820,14.1,54.3
2026-05-28 10:00,27.2,932,12.9,41.2
2026-05-28 11:00,28.1,937,11.7,36.2
2026-05-28 12:00,28.6,921,10.8,33
2026-05-28 13:00,29.1,844,9.4,29.2
2026-05-28 14:00,29.2,724,7.6,25.8
2026-05-28 15:00,29.1,566,6,23.2
2026-05-28 16:00,28.8,403,6.4,24.4
2026-05-28 17:00,27.7,212,9.6,32.3
2026-05-28 18:00,26.1,52,9.3,34.8
2026-05-28 19:00,24.5,4,9,37.4
2026-05-28 20:00,23.6,1,9.4,40.4
2026-05-28 21:00,22.8,1,10.1,44.3
2026-05-28 22:00,22.6,1,10.5,46.2
2026-05-28 23:00,22.1,1,10.6,48.1
2026-05-29 00:00,21.2,1,10.5,50.5
2026-05-29 01:00,20.5,1,10.5,52.8
2026-05-29 02:00,19.8,1,10.5,55.1
2026-05-29 03:00,19,3,10.2,56.6
2026-05-29 04:00,18.5,36,10.2,58.6
2026-05-29 05:00,19,210,10.8,58.8
2026-05-29 06:00,21.1,392,10.7,51.5
2026-05-29 07:00,22.7,568,11.4,49.1
2026-05-29 08:00,22.2,717,12.8,55.3
2026-05-29 09:00,23.1,850,12.5,51.1
2026-05-29 10:00,26.1,933,10.6,37.9
2026-05-29 11:00,28,952,9.5,31.4
2026-05-29 12:00,28.8,933,9.7,30.3
2026-05-29 13:00,29.4,857,9,28.1
2026-05-29 14:00,29.6,730,6.6,23.6
2026-05-29 15:00,29.6,570,5.8,22.2
2026-05-29 16:00,29.2,402,5,21.5
2026-05-29 17:00,28.2,232,5,22.7
2026-05-29 18:00,26.5,59,5.9,26.8
2026-05-29 19:00,25,3,5.8,29.2
2026-05-29 20:00,24.3,1,5.3,29.3
2026-05-29 21:00,23.2,1,5.4,31.6
2026-05-29 22:00,21.1,2,6.6,38.8
2026-05-29 23:00,19.9,1,7.8,45.5
2026-05-30 00:00,19,1,6.6,44.5
2026-05-30 01:00,18.9,1,5.3,40.9
2026-05-30 02:00,18,1,6.2,46.1
2026-05-30 03:00,17.5,3,6.8,49.6
2026-05-30 04:00,17.5,42,7.4,51.4
2026-05-30 05:00,18.4,128,8.9,53.8
2026-05-30 06:00,19.7,346,9.8,52.6
2026-05-30 07:00,20.3,420,10.2,52.2
2026-05-30 08:00,21.3,646,10.4,50
2026-05-30 09:00,21.8,758,9.7,46.1
2026-05-30 10:00,22.6,691,9,41.8
2026-05-30 11:00,23.5,710,9.5,41
2026-05-30 12:00,24.1,655,10.1,41.2
2026-05-30 13:00,24.5,691,10.7,41.8
2026-05-30 14:00,25.7,682,10.3,38
2026-05-30 15:00,26.7,557,9.1,33.1
2026-05-30 16:00,26.2,455,8.5,32.7
2026-05-30 17:00,25.8,181,9.9,36.9
2026-05-30 18:00,24.5,53,11,42.5
2026-05-30 19:00,22.9,4,11.5,48.5
2026-05-30 20:00,21.3,1,10.9,51.5
2026-05-30 21:00,20.8,1,10.1,50.1
2026-05-30 22:00,20.1,1,9.4,50
2026-05-30 23:00,19.3,1,9.2,52.1
2026-05-31 00:00,18.9,1,9.7,55.1
2026-05-31 01:00,18.5,1,9.9,57.4
2026-05-31 02:00,17.9,1,9.9,59.8
2026-05-31 03:00,17.9,4,10.1,60.5
2026-05-31 04:00,18.2,48,10.2,59.5
2026-05-31 05:00,19.3,181,11.5,60.9
2026-05-31 06:00,20.4,329,12.6,61
2026-05-31 07:00,21.4,546,13.3,59.9
2026-05-31 08:00,22.4,706,12.9,55.3
2026-05-31 09:00,23.6,779,11.7,47.2
2026-05-31 10:00,25.3,892,12.1,43.6
2026-05-31 11:00,25.5,765,12.5,44.5
2026-05-31 12:00,24.7,294,13.9,51.3
2026-05-31 13:00,26.4,800,14.2,47.6
2026-05-31 14:00,26.6,664,14.6,48
2026-05-31 15:00,25.8,382,14,48.3
2026-05-31 16:00,25.2,221,13.7,49
2026-05-31 17:00,24.2,121,13.4,51
2026-05-31 18:00,23.3,37,13.3,53.5
2026-05-31 19:00,22.5,3,13.2,55.8
2026-05-31 20:00,20.9,1,13.9,64.6
2026-05-31 21:00,20,1,12.9,63.8
2026-05-31 22:00,20.1,1,11.7,58.7
2026-05-31 23:00,19.4,1,12.2,62.9
2026-06-01 00:00,19.1,1,12.2,64.4
2026-06-01 01:00,18.8,1,11.9,64
2026-06-01 02:00,18.8,1,10.1,57.1
2026-06-01 03:00,17.8,3,9.9,59.7
2026-06-01 04:00,17.2,19,9.9,61.9
2026-06-01 05:00,17.9,133,10.5,62.1
2026-06-01 06:00,19.2,373,10.7,57.9
2026-06-01 07:00,19.7,562,11,57.2
2026-06-01 08:00,20,654,10.5,54.5
2026-06-01 09:00,20.4,776,10.4,52.5
2026-06-01 10:00,21.3,896,10.8,51.1
2026-06-01 11:00,21.9,966,10.3,47.7
2026-06-01 12:00,22.5,938,10.4,46.5
2026-06-01 13:00,23.3,861,10.5,44.4
2026-06-01 14:00,23.5,679,9.7,41.4
2026-06-01 15:00,23.7,556,10.2,42.3
2026-06-01 16:00,24,400,11,44
2026-06-01 17:00,24,213,9.4,39.6
2026-06-01 18:00,23.3,57,7.8,37
2026-06-01 19:00,21.5,5,8.4,43
2026-06-01 20:00,20.3,1,8.3,46
2026-06-01 21:00,19.8,1,8.9,49.5
2026-06-01 22:00,19.3,1,9.5,53.1
2026-06-01 23:00,18.4,1,9.9,57.5
2026-06-02 00:00,17.7,1,9.9,60.1
2026-06-02 01:00,16.8,1,10.2,65
2026-06-02 02:00,16.5,1,10.7,68.7
2026-06-02 03:00,16.5,2,11.6,72.7
2026-06-02 04:00,16.8,16,11.3,70.1
2026-06-02 05:00,17.6,55,11.7,68.6
2026-06-02 06:00,18.4,122,12.6,68.8
2026-06-02 07:00,17.4,104,14.2,82
2026-06-02 08:00,19.1,582,14.6,75.5
2026-06-02 09:00,19.5,479,13.6,68.6
2026-06-02 10:00,20.8,685,12.9,60.4
2026-06-02 11:00,22.3,592,13.1,56.1
2026-06-02 12:00,21.4,242,11.5,53.3
2026-06-02 13:00,21.6,193,12.3,55.7
2026-06-02 14:00,19,72,12.8,67.1
2026-06-02 15:00,14.2,14,11,81.6
2026-06-02 16:00,14.8,101,12.2,84.6
2026-06-02 17:00,15.5,80,11.9,79.7
2026-06-02 18:00,15.6,54,12.6,82
2026-06-02 19:00,14.9,5,12.7,86.7
2026-06-02 20:00,15,1,12.3,83.8
2026-06-02 21:00,14.1,2,11.6,84.8
2026-06-02 22:00,13.1,1,11.6,90.7
2026-06-02 23:00,13.7,0,11.9,89.2
2026-06-03 00:00,13.8,1,12.4,91.5
2026-06-03 01:00,13.7,1,12.5,92.4
2026-06-03 02:00,13.9,1,12.1,89.1
2026-06-03 03:00,13.8,1,11,82.9
2026-06-03 04:00,13.8,16,10.8,82.5
2026-06-03 05:00,14.4,108,10.6,78
2026-06-03 06:00,14.9,144,9.7,71
2026-06-03 07:00,15,226,9.6,70.1
2026-06-03 08:00,15.9,506,9.8,67
2026-06-03 09:00,16.9,816,9.4,61.2
2026-06-03 10:00,17.7,858,8.9,56.3
2026-06-03 11:00,18.5,951,8.4,52
2026-06-03 12:00,19.2,957,7.3,45.8
2026-06-03 13:00,19.6,763,6.7,43
2026-06-03 14:00,19.9,684,6.1,40.6
2026-06-03 15:00,20.2,588,6.1,39.9
2026-06-03 16:00,19.8,413,6.6,42.2
2026-06-03 17:00,19.4,213,6.1,42.1
2026-06-03 18:00,18.4,53,6.8,46.8
2026-06-03 19:00,17.1,4,7.4,52.9
2026-06-03 20:00,16.1,1,9.2,63.5
2026-06-03 21:00,15.5,1,9.8,68.9
2026-06-03 22:00,15.1,1,10,71.6
2026-06-03 23:00,14.7,1,9.6,71.2
2026-06-04 00:00,14.4,1,9.1,70.3
2026-06-04 01:00,14.2,1,9.2,71.7
2026-06-04 02:00,13.8,1,9.4,74.4
2026-06-04 03:00,13.7,3,9.5,75.5
2026-06-04 04:00,14.2,32,10,75.6
2026-06-04 05:00,15.6,122,10.1,69.6
2026-06-04 06:00,16.5,150,9,61.6
2026-06-04 07:00,16.6,217,10.1,65.2
2026-06-04 08:00,16.8,268,9.8,63.6
2026-06-04 09:00,17.4,305,9.4,59.5
2026-06-04 10:00,17.5,171,9.9,61.2
2026-06-04 11:00,17.4,137,11.3,67
2026-06-04 12:00,14.4,70,10.4,76.8
2026-06-04 13:00,13.4,73,11.9,90.6
2026-06-04 14:00,13.4,83,11,85.8
2026-06-04 15:00,13.2,51,10.6,84.2
2026-06-04 16:00,12.7,34,10.6,86.8
2026-06-04 17:00,12.2,15,11.4,94.5
2026-06-04 18:00,12,9,11.6,97.2
2026-06-04 19:00,12.1,1,11.3,95.3
2026-06-04 20:00,12.4,0,10.4,87.7
2026-06-04 21:00,12.2,1,11.1,92.7
2026-06-04 22:00,12.3,1,10.8,90.9
2026-06-04 23:00,12.2,1,9.7,84.4
2026-06-05 00:00,12.3,1,9.8,84.7
2026-06-05 01:00,11.9,1,10,88
2026-06-05 02:00,11.6,1,10.5,93
2026-06-05 03:00,11.7,2,10,89.6
2026-06-05 04:00,11.7,10,10.1,90.1
2026-06-05 05:00,11.7,32,10.7,93.3
2026-06-05 06:00,12,74,10.8,92.4
2026-06-05 07:00,12.2,151,11.2,93.2
2026-06-05 08:00,12.9,384,11.2,89.6
2026-06-05 09:00,13.9,496,9.4,74.6
2026-06-05 10:00,15.5,959,9.8,68.8
2026-06-05 11:00,16.2,953,8.8,61.7
2026-06-05 12:00,16.8,795,8.3,57.1
2026-06-05 13:00,17.1,708,8.2,55.8
2026-06-05 14:00,18,857,8.4,53.4
2026-06-05 15:00,17.5,423,8.1,53.9
2026-06-05 16:00,17.6,287,7.8,52.8
2026-06-05 17:00,18,216,7.7,51.1
2026-06-05 18:00,17.4,69,6.7,49.4
2026-06-05 19:00,15.7,4,7.5,58.3
2026-06-05 20:00,14.8,1,8.3,65
2026-06-05 21:00,14.7,1,8.9,68.2
2026-06-05 22:00,14.1,1,8.9,70.4
2026-06-05 23:00,13.3,1,8.8,73.9
2026-06-06 00:00,13,1,8.7,75.3
2026-06-06 01:00,12.6,1,8.8,77.3
2026-06-06 02:00,12.9,1,8.9,77
2026-06-06 03:00,13,3,9.3,78.3
2026-06-06 04:00,13.3,30,9.9,79.6
2026-06-06 05:00,14.4,64,10.4,77
2026-06-06 06:00,15,210,10.3,73.5
2026-06-06 07:00,15.5,361,10.6,72.7
2026-06-06 08:00,16.5,701,9.9,65.2
2026-06-06 09:00,17.4,861,9.7,60.5
2026-06-06 10:00,18.3,925,10.6,60.5
2026-06-06 11:00,18.9,950,11.1,60.7
2026-06-06 12:00,19.9,904,10.6,55.1
2026-06-06 13:00,20.8,752,9.6,49
2026-06-06 14:00,21.6,601,8.7,43.8
2026-06-06 15:00,21.6,399,8.3,42.5
2026-06-06 16:00,21.8,205,8.1,41.3
2026-06-06 17:00,21.6,130,7.8,41
2026-06-06 18:00,20.8,84,10,50.2
2026-06-06 19:00,19.2,6,8.6,50.3
2026-06-06 20:00,18.5,1,8.2,51.2
2026-06-06 21:00,18.4,1,8.6,53
2026-06-06 22:00,17.9,1,9.1,56.5
2026-06-06 23:00,17.5,1,9.7,60.4
2026-06-07 00:00,17.6,1,9.8,60.4
2026-06-07 01:00,17.4,1,9.6,60.1
2026-06-07 02:00,17.2,1,8.2,55.5
2026-06-07 03:00,16.1,3,8.1,59.1
2026-06-07 04:00,15.8,46,7.2,56.5
2026-06-07 05:00,16.2,171,7.1,54.7
2026-06-07 06:00,17.8,314,7.6,51.1
2026-06-07 07:00,18.5,483,8,50.3
2026-06-07 08:00,18.7,509,7.9,49.4
2026-06-07 09:00,19.7,892,8.8,49.2
2026-06-07 10:00,19.7,863,8.9,49.7
2026-06-07 11:00,20.4,925,8.5,46.4
2026-06-07 12:00,21.2,934,8.3,43.6
2026-06-07 13:00,22,862,8.8,42.8
2026-06-07 14:00,22.6,741,8.5,40.5
2026-06-07 15:00,22.8,581,8,38.9
2026-06-07 16:00,22.8,414,9.4,42.4
2026-06-07 17:00,22.5,238,9,42.1
2026-06-07 18:00,21.6,64,9.3,45.5
2026-06-07 19:00,19.6,5,9.4,51.9
2026-06-07 20:00,18.5,1,9.1,54.1
2026-06-07 21:00,17.5,1,8.4,55.2
2026-06-07 22:00,16.8,1,8.3,57.4
2026-06-07 23:00,16.2,1,8.7,61.1
2026-06-08 00:00,15.7,1,9.4,66
2026-06-08 01:00,15.2,1,10.2,72.1
2026-06-08 02:00,14.9,1,10.4,74.9
2026-06-08 03:00,15,5,9.5,69.8
2026-06-08 04:00,15.2,58,9.7,69.7
2026-06-08 05:00,16.9,204,10.4,65.7
2026-06-08 06:00,17.9,363,12.3,69.8
